RealData,Predicted
6644.082577154855,6346.7104
6482.2343894906235,6348.286
6664.507470452549,6417.8784
6478.084440302404,6559.5303
6739.590013645085,6652.354
6949.582583960275,6745.536
6751.825589453102,6911.5044
6892.120721600561,7012.139
6911.364471663162,7064.764
7705.9005239375465,7073.4053
7769.072744687548,7345.467
7848.645069282605,7731.7603
7936.775273508187,7963.0244
6420.638905593472,8075.2793
6463.764093193497,7486.001
6481.078584174504,6821.0225
5992.76334456285,6379.9893
6721.053480030427,6088.601
6356.22133553677,6142.821
6479.020249088914,6342.3447
6709.898978233839,6583.9175
6572.973132802278,6811.053
7004.484932720835,6885.355
6231.31153619959,6979.939
6291.421482399053,6804.561
6478.322889825317,6524.4824
6354.646078285264,6343.342
6511.8387889206,6235.28
6414.031396318283,6210.9707
6459.686843896849,6218.9043
6271.345747058617,6263.76
5690.035861464813,6293.4355
5512.703561199324,6128.0977
5760.209844980415,5845.311
5593.654405088618,5665.622
5697.954037793246,5539.927
5881.513823881773,5493.522
5460.721894469471,5585.6147
5274.422013282874,5674.647
5405.926219241895,5742.9214
5173.332004041279,5782.6606
5150.288070258188,5747.802
6835.008938793957,5602.5845
6815.594664323578,5840.573
7057.104505147269,6376.684
6635.143331737762,6983.83
6717.276845048581,7219.4834
6668.035876149389,7105.996
6583.6750976099165,6858.9893
6623.754445283683,6595.7773
6822.650522743143,6437.2964
7213.160198059223,6435.7734
8892.523242532112,6657.98
8913.293462464819,7509.937
9208.674065090952,8507.994
8970.626733611667,9188.461
9219.103294307017,9175.944
10118.825449523454,9034.427
7762.257560245525,9353.688
8313.306063981787,8738.181
8202.35177698185,8321.285
8365.515087610882,8163.4277
8401.37176488754,8253.333
8421.846501425014,8386.2705
8463.394767920281,8494.13
8210.536762913776,8534.347
7602.869602119632,8391.06
8586.865304356174,8026.7295
8537.1332166306,8060.7466
8537.222504928064,8221.781
8396.272904875454,8321.291
8863.295071281387,8263.002
8690.12733390317,8336.084
8281.275280370603,8333.132
8322.21070368166,8132.3276
8213.811053819893,7968.278
8189.797227835806,7859.599
8430.874990529035,7823.5654
8977.970824976243,7935.749
8723.238438190225,8289.467
8602.019409407862,8479.499
8753.751042889102,8459.916
8889.618944517659,8441.395
8466.702562074044,8488.225
8446.22492293682,8377.439
8440.924118556259,8258.723
8309.708289433109,8211.879
7811.369895114491,8186.2593
7897.6911947775925,8007.3555
8610.806576068804,7894.8706
8534.764302226813,8160.7964
9165.364888380773,8502.523
9131.441558704497,8927.223
9007.32925679795,9155.295
9233.052591369855,9120.436
13224.538262638045,9071.304
12332.901090573203,10345.341
11354.193805339695,11323.153
11323.233306959548,11102.679
10899.422298783782,10664.946
10944.74493762051,10190.435
10807.898186457533,9993.375
10223.194547563078,9917.755
10259.01826832625,9669.446
9387.09538014248,9548.871
9340.76883534712,9158.63
9220.763450898607,8915.937
9305.883474563907,8812.554
8913.055267505999,8845.33
9210.94375400405,8749.846
9156.002759443994,8776.947
9166.661095232068,8796.424
9078.976398441295,8786.87
9048.171200756315,8717.84
8918.756043521342,8636.315
9013.570394740404,8534.696
9207.407659608898,8516.334
8947.221452596072,8608.432
8307.251572169975,8571.257
8398.959811778786,8257.901
8339.309073889614,8047.4497
8374.76492450883,7964.2744
8256.972787285833,7992.0938
8435.360553086623,8016.731
8462.239384021052,8098.363
8633.566505171819,8179.138
9075.147428182096,8289.891
9161.614769774242,8538.852
8983.700855237741,8749.919
8820.2825094958,8750.448
8895.864950341747,8608.932
9173.296386607712,8540.255
9413.146433300513,8675.456
9654.592042099674,8959.03
10895.634608258333,9280.133
10257.556862004249,10007.767
11192.109313979454,10125.779
11013.356685115139,10407.647
10893.971206953694,10446.612
10219.293463078182,10309.771
9437.672416500332,9837.582
9205.205468368078,9202.86
10181.071616669058,8836.634
9779.271231361075,9139.333
9586.980252264308,9361.243
9097.480347558787,9311.705
9272.34700707793,8994.642
9289.95081542827,8842.8
9243.287831045805,8818.402
9787.257264957416,8832.763
9672.456591170547,9068.012
9458.333455718854,9180.829
9282.162844233957,9075.565
8827.163289197593,8864.578
8998.185762411964,8559.175
8919.100954159327,8455.173
8999.197247689628,8457.074
8372.419605597359,8529.92
7929.618781702724,8340.961
7995.839527132388,7999.108
7971.2651212941855,7791.294
8114.224517136512,7729.963
8007.503095289318,7813.292
7689.416953775534,7882.657
8021.0,7786.0596
