time,close,open,low,high,volumeBTC,volumeUSD
10-11-10,0.24,0.21,0.14,0.24,6110.13,30387.03
11-11-10,0.2231,0.24,0.21,0.24,1111.55,5031.88
12-11-10,0.2682,0.2231,0.223,0.29,10494.46,40720.39
13-11-10,0.276,0.2682,0.2683,0.3,6351.58,21915.57
14-11-10,0.279,0.276,0.2702,0.299,4793.81,16844.33
15-11-10,0.2682,0.279,0.2682,0.2828,2337.5,8507.74
16-11-10,0.223,0.2682,0.223,0.275,8609.67,33931.01
17-11-10,0.2299,0.223,0.2116,0.29,8662.61,32871.6
18-11-10,0.2678,0.2299,0.2221,0.283,10253.27,37446.67
19-11-10,0.28,0.2678,0.2682,0.28,583.45,2157.56
20-11-10,0.283,0.28,0.2682,0.29,4119.07,14652.69
21-11-10,0.2767,0.283,0.2763,0.282,212.67,765
22-11-10,0.2879,0.2767,0.269,0.2879,7818.64,28205.85
23-11-10,0.2829,0.2879,0.276,0.2845,1361.82,4856.92
24-11-10,0.283,0.2829,0.2761,0.283,710.24,2514.91
25-11-10,0.28,0.283,0.278,0.2825,469.99,1679.6
26-11-10,0.2844,0.28,0.2761,0.289,9510.98,33531.88
27-11-10,0.283,0.2844,0.2826,0.2844,515.9,1825.39
28-11-10,0.27,0.283,0.27,0.2846,5746.3,20802.13
29-11-10,0.2299,0.27,0.2151,0.279,8802.06,35055.4
30-11-10,0.2082,0.2299,0.204,0.2299,4570.58,21476.25
01-12-10,0.2275,0.2082,0.2095,0.2299,1752.72,8157.89
02-12-10,0.255,0.2275,0.218,0.2553,4800.55,20312.23
03-12-10,0.251,0.255,0.243,0.2552,633.78,2570.34
04-12-10,0.205,0.251,0.205,0.2589,6673.4,28560.72
05-12-10,0.19,0.205,0.19,0.235,1178.03,5740.18
06-12-10,0.204,0.19,0.1841,0.225,863.02,4319.26
07-12-10,0.233,0.204,0.1701,0.2477,5411.8,24592.92
08-12-10,0.2388,0.233,0.22,0.24,789.86,3430.41
09-12-10,0.2,0.2388,0.1701,0.233,4411.94,21336.33
10-12-10,0.204,0.2,0.1825,0.204,328.17,1684.25
11-12-10,0.228,0.204,0.1907,0.228,1267.2,5788.69
12-12-10,0.22,0.228,0.2068,0.2279,418.8,1963.56
13-12-10,0.2299,0.22,0.21,0.23,1425.92,6415.59
14-12-10,0.2467,0.2299,0.21,0.2468,2403.83,10388.1
15-12-10,0.238,0.2467,0.238,0.246,901.15,3684.68
16-12-10,0.25,0.238,0.2222,0.255,3522.62,14355.33
17-12-10,0.24,0.25,0.24,0.249,130.19,525.51
18-12-10,0.241,0.24,0.241,0.2488,41.67,169.11
19-12-10,0.2401,0.241,0.24,0.2499,487.49,2000.76
20-12-10,0.267,0.2401,0.24,0.275,2769.88,10682.71
21-12-10,0.24,0.267,0.24,0.267,2291.81,9225.79
22-12-10,0.25,0.24,0.244,0.25,949.38,3800.46
23-12-10,0.25,0.25,0.241,0.25,2160.74,8650.15
24-12-10,0.248,0.25,0.242,0.25,1252.05,5033.25
25-12-10,0.2499,0.248,0.2475,0.25,175.44,703
26-12-10,0.265,0.2499,0.2464,0.27,4203.03,16584.97
27-12-10,0.265,0.265,0.251,0.27,1270.15,4935.49
28-12-10,0.281,0.265,0.2612,0.281,4238.98,15438.71
29-12-10,0.3,0.281,0.271,0.301,5363.75,18609.14
30-12-10,0.3,0.3,0.291,0.3,759.92,2539.87
31-12-10,0.3,0.3,0.292,0.3,428.44,1453.72
01-01-11,0.3,0.3,0.292,0.3,841.95,2821.24
02-01-11,0.3,0.3,0.289,0.3,1584.66,5352.11
03-01-11,0.295,0.3,0.29,0.2999,420.85,1425.19
04-01-11,0.2989,0.295,0.289,0.2999,548.33,1879
05-01-11,0.299,0.2989,0.29,0.299,106.19,357.16
06-01-11,0.298,0.299,0.29,0.299,1031.28,3456.49
07-01-11,0.32,0.298,0.2975,0.322,13152.15,42601.12
08-01-11,0.3229,0.32,0.309,0.3229,512.04,1629.44
09-01-11,0.323,0.3229,0.3229,0.323,546.18,1691.37
10-01-11,0.3266,0.323,0.3175,0.329,3360.65,10355.83
11-01-11,0.3266,0.3266,0.3176,0.3266,1578.66,4857.8
12-01-11,0.3188,0.3266,0.318,0.3557,10508.17,31359.77
13-01-11,0.3176,0.3188,0.3176,0.405,7147.03,20118.9
14-01-11,0.4,0.3176,0.3176,0.45,10691.11,27130.96
15-01-11,0.386,0.4,0.385,0.4,591.15,1515.66
16-01-11,0.3868,0.386,0.386,0.4,1085.16,2778.71
17-01-11,0.3495,0.3868,0.315,0.3868,6360.69,18241.15
18-01-11,0.313,0.3495,0.305,0.3495,4950.51,15671.51
19-01-11,0.313,0.313,0.305,0.313,2247.62,7291.63
20-01-11,0.39,0.313,0.31,0.39,6900.05,19881.98
21-01-11,0.4199,0.39,0.368,0.44,3351.62,8477.55
22-01-11,0.4443,0.4199,0.39,0.4443,4513.91,10534.27
23-01-11,0.4424,0.4443,0.42,0.4443,505.83,1148.4
24-01-11,0.4199,0.4424,0.381,0.4424,4516.68,11061.94
25-01-11,0.41,0.4199,0.4,0.425,901.25,2163.72
26-01-11,0.417,0.41,0.3904,0.42,6315.95,15564.81
27-01-11,0.4212,0.417,0.4085,0.45,12086.9,27708.2
28-01-11,0.446,0.4212,0.4212,0.446,2301.77,5324.5
29-01-11,0.439,0.446,0.43,0.445,643.63,1448.38
30-01-11,0.4799,0.439,0.445,0.48,4775.81,10383.59
31-01-11,0.52,0.4799,0.47,0.95,32708.4,63516.08
01-02-11,0.7,0.52,0.5201,0.85,23264.18,31562.12
02-02-11,0.716,0.7,0.69,0.76,4126.02,5627.48
03-02-11,0.69,0.716,0.6501,0.75,6064.12,8524.5
04-02-11,0.811,0.69,0.67,0.88,33965.74,42222.19
05-02-11,0.92,0.811,0.8115,0.92,13634.2,15786.81
06-02-11,0.8997,0.92,0.83,0.92,7608.77,8744.11
07-02-11,0.89,0.8997,0.83,0.9,1949.54,2264.28
08-02-11,0.918,0.89,0.8617,0.918,6306.77,7021.29
09-02-11,1.09,0.918,0.82,1.09,47455.01,49632.5
10-02-11,0.9803,1.09,0.8,1.1,25568.81,26559.64
11-02-11,1.07,0.9803,0.9264,1.09,13213.54,13299.18
12-02-11,1.08,1.07,0.9906,1.08,4353.79,4118.92
13-02-11,1.05,1.08,1.02,1.08,3398.3,3240.64
14-02-11,1.07,1.05,1.03,1.08,7532.41,7096.55
15-02-11,1.05,1.07,1.03,1.09,9085.5,8616.58
16-02-11,1.05,1.05,1.02,1.05,7465.03,7192.38
17-02-11,1.04,1.05,1.02,1.05,4184.96,4009.84
18-02-11,0.8989,1.04,0.7801,1.04,32719.75,36948.16
19-02-11,0.949,0.8989,0.8376,0.98,3454.72,3798.71
20-02-11,0.85,0.949,0.83,0.949,8503.38,9974.05
21-02-11,0.8345,0.85,0.8313,0.8796,1435.86,1700.12
22-02-11,0.8702,0.8345,0.8313,0.95,10650.29,12095.26
23-02-11,0.9,0.8702,0.8681,0.945,6057.77,6718.87
24-02-11,0.9974,0.9,0.9,1,12708.12,13418.69
25-02-11,0.9111,0.9974,0.9111,0.9998,4276.3,4461.06
26-02-11,0.958,0.9111,0.9106,0.97,4452.63,4744.41
27-02-11,0.89,0.958,0.89,0.958,21576.82,23268.75
28-02-11,0.86,0.89,0.845,0.92,4108.6,4651.67
01-03-11,0.9202,0.86,0.8502,0.97,21413.43,22569.78
02-03-11,0.9399,0.9202,0.9102,0.94,2533.96,2741.87
03-03-11,0.9391,0.9399,0.91,0.9399,2520.58,2746.67
04-03-11,0.901,0.9391,0.9001,0.9391,2469.56,2711.89
05-03-11,0.9103,0.901,0.8111,0.9189,11115.04,12570.59
06-03-11,0.8999,0.9103,0.81,0.9098,10775.11,12626.49
07-03-11,0.885,0.8999,0.846,0.909,13527.3,15271.27
08-03-11,0.87,0.885,0.85,0.885,3931.42,4527.85
09-03-11,0.8645,0.87,0.85,0.87,3881.22,4546.05
10-03-11,0.9329,0.8645,0.8497,0.9329,7895.07,8869.01
11-03-11,0.88,0.9329,0.8601,0.925,3301.73,3725.51
12-03-11,0.918,0.88,0.88,0.9197,4319.6,4822.83
13-03-11,0.8925,0.918,0.8898,0.918,595.42,660.31
14-03-11,0.8949,0.8925,0.88,0.9,4676.62,5269.24
15-03-11,0.87,0.8949,0.87,0.8949,2405.41,2732.16
16-03-11,0.86,0.87,0.836,0.88,6761.32,7929.62
17-03-11,0.8254,0.86,0.81,0.88,6042.77,7159.78
18-03-11,0.8165,0.8254,0.71,0.8506,10971.32,14226.22
19-03-11,0.765,0.8165,0.7313,0.797,7457.83,9875.04
20-03-11,0.7411,0.765,0.7402,0.79,4502.62,5815.32
21-03-11,0.759,0.7411,0.7405,0.7724,2780.45,3695.96
22-03-11,0.809,0.759,0.7405,0.81,9499.24,12147.72
23-03-11,0.8497,0.809,0.78,0.85,11029.25,13262.26
24-03-11,0.8669,0.8497,0.8266,0.9,12259.77,14009.37
25-03-11,0.8838,0.8669,0.861,0.89,4225.53,4819.42
26-03-11,0.8552,0.8838,0.841,0.905,10250.98,11756.42
27-03-11,0.82,0.8552,0.8152,0.8721,4439.07,5337.15
28-03-11,0.799,0.82,0.76,0.85,10141.7,12565.15
29-03-11,0.7925,0.799,0.7648,0.7997,3312.3,4215.02
30-03-11,0.7897,0.7925,0.766,0.795,2532.13,3218.22
31-03-11,0.7846,0.7897,0.768,0.801,5429.16,6875.08
01-04-11,0.7741,0.7846,0.7741,0.797,2483.69,3186.77
02-04-11,0.782,0.7741,0.7741,0.7998,1965.23,2493.59
03-04-11,0.779,0.782,0.777,0.7949,3074.76,3931.39
04-04-11,0.68,0.779,0.5619,0.785,21652.69,31155.46
05-04-11,0.71,0.68,0.58,0.7478,6522.71,9730.3
06-04-11,0.74,0.71,0.6902,0.75,6264.04,8703.95
07-04-11,0.7538,0.74,0.7205,0.7849,8178.14,10832.99
08-04-11,0.75,0.7538,0.7309,0.799,13854.66,18207.3
09-04-11,0.73,0.75,0.7205,0.7676,8940.96,12119.4
10-04-11,0.7369,0.73,0.71,0.7589,3946.44,5348.98
11-04-11,0.77,0.7369,0.7103,0.799,11255.96,14645.93
12-04-11,0.86,0.77,0.7703,0.899,41333.11,48417.6
13-04-11,0.9225,0.86,0.86,1,40467.74,43397.56
14-04-11,1,0.9225,0.91,1,29643.61,31111.88
15-04-11,0.9899,1,0.911,1.09,50488.94,50304.61
16-04-11,1.05,0.9899,0.9541,1.1,30097.18,28869.3
17-04-11,1.11,1.05,1.03,1.14,26085.25,24225.7
18-04-11,1.16,1.11,1.11,1.2,31552.55,27478.69
19-04-11,1.2,1.16,1.14,1.2,14782.06,12556.73
20-04-11,1.14,1.2,1.13,1.2,24691.86,21344.95
21-04-11,1.21,1.14,1.14,1.21,46345.35,39295.69
22-04-11,1.41,1.21,1.19,1.41,50929.92,39415.39
23-04-11,1.7,1.41,1.32,1.95,103242.84,66620.36
24-04-11,1.63,1.7,1.6,1.95,36076.01,21541.69
25-04-11,1.56,1.63,1.52,1.7,21226.89,13471.6
26-04-11,1.79,1.56,1.53,1.79,40211.17,24054.31
27-04-11,1.9,1.79,1.72,1.95,62403.35,33055.26
28-04-11,2.21,1.9,1.66,2.65,203392.46,100238.23
29-04-11,2.88,2.21,2.21,2.95,148954.47,57577.32
30-04-11,3.5,2.88,2.75,4.15,214977.24,65427.8
01-05-11,3.03,3.5,2.5,3.87,143521.98,45772.07
02-05-11,3.2,3.03,3.03,3.5,59421.72,18333.83
03-05-11,3.41,3.2,3.11,3.49,56187.48,16919.18
04-05-11,3.41,3.41,3.25,3.58,59434.11,17278.29
05-05-11,3.33,3.41,3.33,3.45,52331.39,15350.34
06-05-11,3.45,3.33,3.29,3.61,80063.98,23014.7
07-05-11,3.64,3.45,3.43,3.7,64359.68,17833.29
08-05-11,3.87,3.64,3.63,3.94,79620.81,21132.51
09-05-11,3.8,3.87,3.69,3.9,43805.92,11520.93
10-05-11,5.81,3.8,3.81,5.99,266466.71,56217.32
11-05-11,5.5,5.81,4.6,6.07,281496.86,52569.15
12-05-11,6.3,5.5,5.22,6.49,184839.99,31722.46
13-05-11,8.2,6.3,6.32,8.45,478840.49,64003.37
14-05-11,7.2,8.2,5.83,8.9,435571.02,55390.45
15-05-11,6.99,7.2,6.2,7.78,123255.5,18294.87
16-05-11,8.03,6.99,6.75,8.5,343050.47,44141.41
17-05-11,7.19,8.03,6.98,8.39,265868.95,35345.46
18-05-11,6.88,7.19,6.6,7.5,181331.16,25403.44
19-05-11,6.81,6.88,6.61,7.34,170134.8,24436.41
20-05-11,5.59,6.81,5.58,7.1,278992.34,44460.44
21-05-11,6.12,5.59,5.58,6.52,185640.17,31111.9
22-05-11,6.69,6.12,5.99,6.76,154432.52,23872.15
23-05-11,7.15,6.69,6.69,7.45,250601.3,35279.88
24-05-11,7.42,7.15,6.96,7.51,211827.28,29282.48
25-05-11,8.4,7.42,7.22,9.33,510905.18,64049.94
26-05-11,8.8,8.4,8.01,8.99,244820.48,28644.99
27-05-11,8.5,8.8,8.5,8.83,125149.05,14431.84
28-05-11,8.3,8.5,8.11,8.7,103463.69,12247.72
29-05-11,8.43,8.3,8.1,8.49,62138.87,7487.54
30-05-11,8.8,8.43,8.25,9,154258.85,17680.15
31-05-11,8.74,8.8,8.1,9.5,406882.27,45794.42
01-06-11,9.57,8.74,8.3,9.7,400564.35,43479.96
02-06-11,10.6,9.57,9.5,10.89,415112.72,41047.27
03-06-11,14.29,10.6,10.58,14.5,954513.54,72980.24
04-06-11,18.89,14.29,14.04,18.89,729670.85,44475.34
05-06-11,16.7,18.89,16.2,19,420612.47,24278.97
06-06-11,18.55,16.7,16.45,19.23,1016927.39,55092.47
07-06-11,23.92,18.55,18.26,24.32,1068903.32,53715.04
08-06-11,29.6,23.92,22.21,31.91,2858820.38,104925.16
09-06-11,28.92,29.6,26.15,31.5,1861589.64,62933.66
10-06-11,23.95,28.92,20.01,29.4,2274786.4,92208.2
11-06-11,14.65,23.95,13,23.99,2146587.96,121869.97
12-06-11,18.55,14.65,10.25,24.99,2451134.56,151194.16
13-06-11,19.84,18.55,16,24.5,1476239.59,73421.79
14-06-11,19.28,19.84,18,20.5,696003.98,36155.99
15-06-11,19.49,19.28,19.02,20,545336.14,27711.9
16-06-11,17,19.49,17,19.89,927743.42,49202.14
17-06-11,15.68,17,13,18.34,1684353.23,108623.77
18-06-11,16.89,15.68,15.05,16.95,569949.34,35536.55
19-06-11,17.51,16.89,16.85,18.88,536267.38,30176.74
26-06-11,16.45,17.51,14.01,17.51,234621.8,15053.93
27-06-11,16.75,16.45,15,18,535096.37,31452.54
28-06-11,16.95,16.75,16.5,17.52,413032.22,24398.15
29-06-11,16.85,16.95,16.67,17.2,355303.18,21043.37
30-06-11,16.1,16.85,15.73,17,577145.55,34961.19
01-07-11,15.4,16.1,15.26,16.74,529197.49,33284.45
02-07-11,15.4,15.4,15.27,15.8,302134.7,19453.24
03-07-11,15.44,15.4,15.31,15.69,259875.51,16792.29
04-07-11,13.86,15.44,13.14,15.49,756913.59,52276.99
05-07-11,12.91,13.86,11,15,1076305.46,84081.15
06-07-11,14.78,12.91,12.67,16.5,1655319.63,111818.32
07-07-11,14.78,14.78,14.5,15.9,825452.25,54465.7
08-07-11,14.31,14.78,13.9,15.64,500143.38,34853.42
09-07-11,14.38,14.31,14.02,14.7,171329.27,11909.17
10-07-11,14.9,14.38,14.35,15.68,682903.16,45284.42
11-07-11,14.21,14.9,13.8,15.2,706457.52,49160.01
12-07-11,14.01,14.21,13.9,14.64,372986.55,26356.51
13-07-11,13.95,14.01,13.91,14.15,145032.07,10338.15
14-07-11,13.99,13.95,13.7,14.07,245982.11,17661.16
15-07-11,13.81,13.99,13.5,14.09,344982.1,24819.54
16-07-11,13.72,13.81,13.5,13.81,235142.97,17264.49
17-07-11,13.16,13.72,13.02,13.75,458510.19,34375.47
18-07-11,13.48,13.16,12.51,13.92,988903.24,75896.31
19-07-11,13.85,13.48,13.44,14.7,948485.72,67575.61
20-07-11,13.69,13.85,13.4,14,317332.3,23177.9
21-07-11,13.61,13.69,13.4,13.78,341665.52,25018.37
22-07-11,13.7,13.61,13.45,13.81,207044.15,15165.62
23-07-11,13.68,13.7,13.51,13.76,306380.16,22455.6
24-07-11,13.98,13.68,13.6,14.1,369041.82,26623.26
25-07-11,14.05,13.98,13.76,14.72,448277.2,31577.96
26-07-11,13.88,14.05,13.77,14.05,233585.08,16793.86
27-07-11,13.94,13.88,13.85,14.13,160645.54,11508.66
28-07-11,13.49,13.94,13.31,13.94,445690.58,32738.27
29-07-11,13.5,13.49,13.33,13.7,98020.73,7257.51
30-07-11,13.53,13.5,13.45,13.63,82590.44,6104.38
31-07-11,13.35,13.53,12.83,14.9,618135.5,45723.44
01-08-11,13.09,13.35,12.85,13.55,286373.02,21748.09
02-08-11,12.05,13.09,11.5,13.1,709463.16,57242.69
03-08-11,9.26,12.05,8.7,12.16,943628.17,90287.33
04-08-11,10.75,9.26,9.27,11.15,529876.35,50094.1
05-08-11,9.8,10.75,9.5,10.99,315866.93,30765.69
06-08-11,6.55,9.8,5.74,9.95,801213.08,102411.73
07-08-11,7.9,6.55,6.01,9.47,693796.98,89830.96
08-08-11,7.8,7.9,7.06,8.16,263570.19,34042.22
09-08-11,9.99,7.8,7.67,12.1,1112123.77,114472.78
10-08-11,9.98,9.99,9.5,10.4,242598.48,24254.45
11-08-11,9.46,9.98,8.45,10.5,550577.88,58114.56
12-08-11,9.46,9.46,8.91,9.8,387476.18,41592.12
13-08-11,10.13,9.46,9.28,10.25,291543.08,29759.76
14-08-11,10.8,10.13,9.62,11.24,468353.91,44125.5
15-08-11,11.15,10.8,10.72,11.89,431203.74,38155.54
16-08-11,10.96,11.15,10.81,11.32,169357.89,15325.44
17-08-11,10.95,10.96,10.66,11.1,249104.68,22898.69
18-08-11,10.83,10.95,10.81,11.05,89515.28,8210.38
19-08-11,11.65,10.83,10.83,11.81,384289.87,33721.05
20-08-11,11.45,11.65,11.4,11.69,113880.29,9915
21-08-11,11.31,11.45,11.31,11.51,99220.98,8720.35
22-08-11,10.9,11.31,10.51,11.5,407895.13,36996.14
23-08-11,10.94,10.9,10.81,11.3,141019.11,12779.51
24-08-11,10.85,10.94,10.83,11.08,85516.17,7815.83
25-08-11,9.66,10.85,9.1,10.89,555232.04,55485.39
26-08-11,8.18,9.66,7.64,9.89,718309.63,83004.37
27-08-11,8.59,8.18,8.12,9.11,189777.37,21998.79
28-08-11,9.07,8.59,8.45,9.48,216706.8,24155.28
29-08-11,8.97,9.07,8.65,9.27,193411.57,21651.28
30-08-11,8.79,8.97,8.55,9,103338.65,11773.82
31-08-11,8.2,8.79,8.01,8.79,164091.75,19648.24
01-09-11,8.21,8.2,8.1,8.36,97874.33,11903.53
02-09-11,8.64,8.21,8.23,8.71,141975.28,16814.55
03-09-11,8.48,8.64,8.36,8.69,59247.47,6944.99
04-09-11,8.18,8.48,7.85,8.49,160817.86,19673.49
05-09-11,7.61,8.18,7.25,8.19,234672.8,30798.75
06-09-11,6.86,7.61,6.12,7.66,555289.16,82496.05
07-09-11,7.19,6.86,6.53,7.6,348836.44,49642.1
08-09-11,6.53,7.19,6.51,7.2,216888.79,31886.33
09-09-11,5.03,6.53,4.18,6.58,1154613.99,217433.29
10-09-11,4.77,5.03,4.63,5.49,223562.81,44484.53
11-09-11,5.86,4.77,4.6,7.4,873010.64,143792.58
12-09-11,6.08,5.86,5.41,6.58,385739.55,63864.04
13-09-11,5.8,6.08,5.7,6.09,138683.87,23759.28
14-09-11,5.62,5.8,5.32,5.85,243197.97,43768.26
15-09-11,4.84,5.62,4.44,5.62,429502.83,86220.92
16-09-11,4.82,4.84,4.61,4.99,152408.87,31651.09
17-09-11,4.77,4.82,4.7,4.93,97582.47,20303.08
18-09-11,5.2,4.77,4.72,5.6,229468.54,44623.9
19-09-11,5.46,5.2,4.9,5.64,263597.81,49836.79
20-09-11,6.11,5.46,5.45,6.8,713430.51,116750.98
21-09-11,5.61,6.11,5.06,6.29,383918.85,68164.47
